"year","ISO","total_best","conflict_flag"
2007,"URY",0,0
2008,"URY",0,0
2009,"URY",0,0
2010,"URY",0,0
2011,"URY",0,0
2012,"URY",0,0
2013,"URY",0,0
2014,"URY",0,0
2015,"URY",0,0
2016,"URY",0,0
2017,"URY",0,0
2018,"URY",0,0
2019,"URY",0,0
2000,"USA",0,0
2001,"USA",0,0
2002,"USA",2986,1
2003,"USA",0,0
2004,"USA",0,0
2005,"USA",0,0
2006,"USA",0,0
2007,"USA",0,0
2008,"USA",0,0
2009,"USA",0,0
2010,"USA",0,0
2011,"USA",2,0
2012,"USA",0,0
2013,"USA",0,0
2014,"USA",0,0
2015,"USA",0,0
2016,"USA",14,0
2017,"USA",0,0
2018,"USA",8,0
2019,"USA",0,0
2000,"UZB",50,1
2001,"UZB",297,1
2002,"UZB",0,0
2003,"UZB",0,0
2004,"UZB",0,0
2005,"UZB",37,1
2006,"UZB",0,0
2007,"UZB",0,0
2008,"UZB",0,0
2009,"UZB",0,0
2010,"UZB",16,0
2011,"UZB",0,0
2012,"UZB",0,0
2013,"UZB",0,0
2014,"UZB",0,0
2015,"UZB",0,0
2016,"UZB",0,0
2017,"UZB",0,0
2018,"UZB",0,0
2019,"UZB",0,0
2000,"VCT",0,0
2001,"VCT",0,0
2002,"VCT",0,0
2003,"VCT",0,0
2004,"VCT",0,0
2005,"VCT",0,0
2006,"VCT",0,0
2007,"VCT",0,0
2008,"VCT",0,0
2009,"VCT",0,0
2010,"VCT",0,0
2011,"VCT",0,0
2012,"VCT",0,0
2013,"VCT",0,0
2014,"VCT",0,0
2015,"VCT",0,0
2016,"VCT",0,0
2017,"VCT",0,0
2018,"VCT",0,0
2019,"VCT",0,0
2000,"VEN",26,1
2001,"VEN",27,1
2002,"VEN",27,1
2003,"VEN",27,1
2004,"VEN",25,1
2005,"VEN",31,1
2006,"VEN",30,1
2007,"VEN",22,0
2008,"VEN",16,0
2009,"VEN",27,1
2010,"VEN",25,1
2011,"VEN",22,0
2012,"VEN",10,0
2013,"VEN",33,1
2014,"VEN",6,0
2015,"VEN",44,1
2016,"VEN",32,1
2017,"VEN",59,1
2018,"VEN",72,1
2019,"VEN",78,1
2000,"VNM",0,0
2001,"VNM",0,0
2002,"VNM",0,0
2003,"VNM",0,0
2004,"VNM",0,0
2005,"VNM",0,0
2006,"VNM",0,0
2007,"VNM",0,0
2008,"VNM",0,0
2009,"VNM",0,0
2010,"VNM",0,0
2011,"VNM",0,0
2012,"VNM",0,0
2013,"VNM",0,0
2014,"VNM",0,0
2015,"VNM",0,0
2016,"VNM",0,0
2017,"VNM",0,0
2018,"VNM",0,0
2019,"VNM",0,0
2000,"VUT",0,0
2001,"VUT",0,0
2002,"VUT",0,0
2003,"VUT",0,0
2004,"VUT",0,0
2005,"VUT",0,0
2006,"VUT",0,0
2007,"VUT",0,0
2008,"VUT",0,0
2009,"VUT",0,0
2010,"VUT",0,0
2011,"VUT",0,0
2012,"VUT",0,0
2013,"VUT",0,0
2014,"VUT",0,0
2015,"VUT",0,0
2016,"VUT",0,0
2017,"VUT",0,0
2018,"VUT",0,0
2019,"VUT",0,0
2000,"WSM",0,0
2001,"WSM",0,0
2002,"WSM",0,0
2003,"WSM",0,0
2004,"WSM",0,0
2005,"WSM",0,0
2006,"WSM",0,0
2007,"WSM",0,0
2008,"WSM",0,0
2009,"WSM",0,0
2010,"WSM",0,0
2011,"WSM",0,0
2012,"WSM",0,0
2013,"WSM",0,0
2014,"WSM",0,0
2015,"WSM",0,0
2016,"WSM",0,0
2017,"WSM",0,0
2018,"WSM",0,0
2019,"WSM",0,0
2000,"YEM",0,0
2001,"YEM",0,0
2002,"YEM",0,0
2003,"YEM",0,0
2004,"YEM",6,0
2005,"YEM",28,1
2006,"YEM",0,0
2007,"YEM",0,0
2008,"YEM",0,0
2009,"YEM",21,0
2010,"YEM",94,1
2011,"YEM",201,1
2012,"YEM",1317,1
2013,"YEM",2345,1
2014,"YEM",582,1
2015,"YEM",2120,1
2016,"YEM",7239,1
2017,"YEM",3948,1
2018,"YEM",3493,1
2019,"YEM",4840,1
2000,"ZAF",19,0
2001,"ZAF",0,0
2002,"ZAF",0,0
2003,"ZAF",2,0
2004,"ZAF",0,0
2005,"ZAF",0,0
2006,"ZAF",0,0
2007,"ZAF",0,0
2008,"ZAF",0,0
2009,"ZAF",0,0
2010,"ZAF",0,0
2011,"ZAF",1,0
2012,"ZAF",0,0
2013,"ZAF",0,0
2014,"ZAF",0,0
2015,"ZAF",0,0
2016,"ZAF",0,0
2017,"ZAF",3,0
2018,"ZAF",0,0
2019,"ZAF",1,0
2000,"ZMB",0,0
2001,"ZMB",1,0
2002,"ZMB",7,0
2003,"ZMB",0,0
2004,"ZMB",0,0
2005,"ZMB",0,0
2006,"ZMB",0,0
2007,"ZMB",0,0
2008,"ZMB",0,0
2009,"ZMB",0,0
2010,"ZMB",0,0
2011,"ZMB",0,0
2012,"ZMB",0,0
2013,"ZMB",0,0
2014,"ZMB",0,0
2015,"ZMB",0,0
2016,"ZMB",0,0
2017,"ZMB",0,0
2018,"ZMB",0,0
2019,"ZMB",0,0
2000,"ZWE",1,0
2001,"ZWE",0,0
2002,"ZWE",0,0
2003,"ZWE",0,0
2004,"ZWE",0,0
2005,"ZWE",0,0
2006,"ZWE",0,0
2007,"ZWE",0,0
2008,"ZWE",0,0
2009,"ZWE",253,1
2010,"ZWE",0,0
2011,"ZWE",0,0
2012,"ZWE",1,0
2013,"ZWE",1,0
2014,"ZWE",0,0
2015,"ZWE",0,0
2016,"ZWE",0,0
2017,"ZWE",0,0
2018,"ZWE",0,0
2019,"ZWE",4,0
